id,season_id,player_id,games_played,points,goals,age,position,team_id,experience,innate_ability
140,2,159,1,16,6,25,SG,26,0,0
141,2,77,66,688,253,24,SG,26,2,0.08
142,2,95,70,859,322,32,C,26,11,0.34
143,2,78,69,468,168,28,SG,26,5,0.18
144,2,133,66,754,313,25,C,26,4,0.16
145,2,157,20,52,18,35,PF,26,8,0.23
146,2,119,70,701,250,27,SG,26,2,0.07
147,2,132,37,227,71,33,PG,26,12,0.36
148,2,122,21,138,45,32,PG,26,11,0.34
149,2,61,18,45,18,30,SF,26,2,0.07
150,2,104,14,44,16,24,PF,26,0,0
151,2,141,57,166,67,28,SF,26,1,0.04
152,2,23,30,171,62,22,SF,26,0,0
153,2,128,12,43,16,24,PF,26,1,0.04
154,2,28,30,89,32,24,SG,26,0,0
155,2,42,8,14,4,28,SF,26,5,0.18
156,2,181,5,15,5,22,SF,26,2,0.09
157,2,70,7,2,1,24,PG,26,2,0.08
158,3,97,76,2155,711,23,PG,9,2,0.09
159,3,145,76,2118,774,32,PF,3,11,0.34
160,3,38,68,2079,666,27,C,22,4,0.15
161,3,9,76,2046,708,23,SF,15,3,0.13
162,3,66,74,2004,764,26,C,14,5,0.19
163,3,115,67,2002,689,27,PF,26,7,0.26
164,3,162,65,1847,641,22,PG,25,2,0.09
165,3,11,68,1822,662,25,SG,12,5,0.2
166,3,33,74,1818,642,26,C,20,5,0.19
167,3,113,67,1733,617,25,SG,7,3,0.12
168,3,135,56,1695,640,37,C,5,17,0.46
169,3,175,55,1643,578,33,PF,28,12,0.36
170,3,129,67,1635,565,26,SG,3,6,0.23
171,3,99,64,1630,535,33,PG,13,11,0.33
172,3,82,80,1613,596,23,PF,30,1,0.04
173,3,172,57,1564,580,22,PG,6,1,0.05
174,3,121,66,1559,576,25,SF,15,4,0.16
175,3,36,68,1551,596,27,PF,27,4,0.15
176,3,112,72,1533,549,20,SG,20,0,0
177,3,174,75,1508,538,20,PG,30,0,0
178,3,63,68,1473,542,22,PG,19,2,0.09
179,3,21,72,1447,512,27,PF,16,6,0.22
180,3,124,78,1441,548,33,PG,5,12,0.36
181,3,88,68,1438,573,25,PG,24,3,0.12
182,3,105,65,1432,407,32,PG,31,11,0.34
183,3,105,44,990,292,32,PG,28,11,0.34
184,3,105,21,442,115,32,PG,22,11,0.34
185,3,180,73,1408,518,27,SG,30,5,0.19
186,3,67,76,1405,474,22,SG,13,1,0.05
187,3,2,70,1402,487,21,SF,16,1,0.05
188,3,76,76,1384,508,23,SG,6,0,0
189,3,144,56,1371,477,23,PG,18,2,0.09
190,3,13,62,1370,536,30,PG,31,7,0.23
191,3,13,36,739,290,30,SG,23,7,0.23
192,3,13,26,631,246,30,PG,29,7,0.23
193,3,50,59,1367,516,24,PG,8,3,0.13
194,3,26,66,1367,501,22,SG,11,2,0.09
195,3,48,66,1325,452,30,SF,26,8,0.27
196,3,146,82,1321,450,22,SF,17,0,0
197,3,1,65,1320,442,27,PG,27,4,0.15
198,3,57,74,1314,510,29,C,29,8,0.28
199,3,7,75,1311,483,21,PG,22,0,0
200,3,14,73,1288,546,31,C,3,9,0.29
201,3,191,79,1285,506,25,SG,25,2,0.08
202,3,19,70,1283,450,23,SG,27,3,0.13
203,3,75,75,1278,471,22,SF,24,1,0.05
204,3,43,78,1272,430,22,PF,6,2,0.09
205,3,173,79,1266,466,29,SG,7,6,0.21
206,3,111,77,1265,391,29,PF,8,8,0.28
207,3,155,81,1265,446,29,SG,31,4,0.14
208,3,155,55,792,265,29,SG,8,4,0.14
209,3,155,26,473,181,29,SG,4,4,0.14
210,3,102,75,1263,479,31,SG,2,9,0.29
211,3,54,73,1257,493,29,PF,22,9,0.31
212,3,6,73,1256,475,26,SF,13,6,0.23
213,3,117,69,1248,422,32,PF,7,6,0.19
214,3,39,55,1246,453,24,SF,29,4,0.17
215,3,160,67,1225,478,31,PG,26,11,0.35
216,3,103,57,1219,398,32,SF,11,9,0.28
217,3,80,68,1218,440,26,C,1,4,0.15
218,3,170,32,652,246,31,SG,13,7,0.23
219,3,10,46,346,135,31,PF,13,8,0.26
220,3,96,63,515,193,28,PF,13,8,0.29
221,3,152,82,491,208,25,C,13,5,0.2
222,3,149,63,467,169,29,SG,13,2,0.07
223,3,90,31,124,46,38,SF,13,17,0.45
224,3,93,71,502,212,29,SG,13,4,0.14
225,3,22,70,652,236,19,SF,13,0,0
226,3,52,71,433,160,33,C,13,6,0.18
227,3,131,73,298,115,28,SF,13,1,0.04
228,3,4,52,228,80,19,SG,13,0,0
229,3,140,34,67,24,26,PG,13,0,0
230,3,55,4,6,3,24,PG,13,0,0
231,3,15,11,30,12,25,SG,13,2,0.08
232,4,9,74,2225,727,24,SF,15,4,0.17
233,4,38,66,2183,728,28,C,22,5,0.18
234,4,162,66,2138,719,23,PG,25,3,0.13
235,4,144,68,2135,704,24,PG,18,3,0.13
236,4,115,63,1959,707,28,PF,26,8,0.29
237,4,112,79,1946,707,21,SG,20,1,0.05
238,4,21,77,1936,658,28,PF,16,7,0.25
239,4,113,68,1922,679,26,SG,19,4,0.15
240,4,97,73,1914,597,24,PG,9,3,0.13
241,4,129,77,1913,673,27,SG,3,7,0.26
242,4,109,58,1866,556,32,PG,23,9,0.28
243,4,50,73,1826,682,25,PG,8,4,0.16
244,4,145,74,1816,657,33,SF,3,12,0.36
245,4,121,67,1784,679,26,SF,15,5,0.19
246,4,36,71,1720,630,28,PF,27,5,0.18
247,4,114,66,1691,571,25,PF,7,4,0.16
248,4,66,69,1690,646,27,C,14,6,0.22
249,4,41,76,1683,566,20,SG,1,0,0
250,4,67,82,1675,550,23,PG,13,2,0.09
251,4,185,83,1671,593,26,SG,31,3,0.12
252,4,185,56,965,354,26,SF,12,3,0.12
253,4,185,27,706,239,26,SG,28,3,0.12
254,4,99,56,1648,559,34,PG,13,12,0.35
255,4,191,68,1633,587,26,PG,16,3,0.12
256,4,25,60,1623,594,30,SG,31,10,0.33
257,4,25,40,1084,398,30,PG,28,10,0.33
258,4,25,20,539,196,30,SG,25,10,0.33
259,4,172,61,1596,566,23,PG,6,2,0.09
260,4,135,55,1590,609,38,PF,5,18,0.47
261,4,13,75,1568,587,31,PG,29,8,0.26
262,4,5,75,1529,602,25,C,11,4,0.16
263,4,88,74,1515,612,26,SG,9,4,0.15
264,4,71,79,1510,577,26,C,8,5,0.19
265,4,170,69,1509,546,32,SF,13,8,0.25
266,4,8,65,1505,507,27,C,21,5,0.19
267,4,63,69,1490,522,23,PG,19,3,0.13
268,4,45,80,1485,542,21,SF,10,0,0
269,4,11,53,1471,527,26,SG,12,6,0.23
270,4,103,64,1466,479,33,PF,11,10,0.3
271,4,139,56,1451,542,29,C,5,9,0.31
272,4,14,82,1447,597,32,C,3,10,0.31
273,4,24,72,1437,479,20,PF,10,0,0
274,4,2,73,1431,510,22,SG,16,2,0.09
275,4,75,63,1385,503,23,SF,24,2,0.09
276,4,101,79,1369,460,29,SG,31,7,0.24
277,4,101,53,940,316,29,SG,25,7,0.24
278,4,101,26,429,144,29,PG,28,7,0.24
279,4,175,47,1366,483,34,PF,31,13,0.38
280,4,175,39,1158,410,34,PF,28,13,0.38
281,4,175,8,208,73,34,PF,12,13,0.38
282,4,51,64,1357,512,27,PF,21,4,0.15
283,4,26,67,1347,487,23,SG,11,3,0.13
284,4,155,80,1344,475,30,SF,4,5,0.17
285,4,1,69,1335,437,28,PG,27,5,0.18
286,4,35,56,1332,459,32,SF,2,11,0.34
287,4,180,63,1329,493,28,SG,30,6,0.21
288,4,179,62,1306,467,23,SG,23,3,0.13
289,4,81,78,1302,413,20,SG,4,0,0
290,4,56,65,1298,473,25,PG,14,4,0.16
291,4,49,63,1290,434,28,PF,23,7,0.25
292,4,120,76,822,292,29,SG,14,8,0.28
293,4,118,68,1109,429,27,PF,14,7,0.26
294,4,37,62,1080,398,24,SF,14,2,0.08
295,4,30,80,923,358,26,SF,14,3,0.12
296,4,102,16,127,49,32,PG,14,10,0.31
297,4,40,56,437,160,36,PF,14,13,0.36
298,4,3,42,508,173,22,PG,14,0,0
299,4,156,76,360,143,21,SG,14,0,0
300,4,188,39,199,88,34,C,14,13,0.38
301,4,62,60,297,108,25,PF,14,1,0.04
302,4,150,53,277,110,22,PF,14,2,0.09
303,4,190,18,83,33,25,C,14,4,0.16
304,4,47,43,108,52,34,PG,14,11,0.32
305,4,74,35,81,25,27,SG,14,1,0.04
306,4,169,23,75,29,20,SG,14,0,0
307,4,106,17,21,8,25,SF,14,0,0
308,5,162,70,2370,804,24,PG,25,4,0.17
309,5,144,75,2254,796,25,PG,18,4,0.16
310,5,115,73,2222,837,29,PF,26,9,0.31
311,5,191,77,2212,790,27,PG,16,4,0.15
312,5,66,79,2085,822,28,C,14,7,0.25
313,5,112,79,2049,718,22,SG,20,2,0.09
314,5,175,75,2032,751,35,PF,12,14,0.4
315,5,9,74,1987,672,25,PF,15,5,0.2
316,5,50,74,1966,720,26,PG,8,5,0.19
317,5,99,74,1956,650,35,PG,13,13,0.37
318,5,145,79,1897,650,34,SF,3,13,0.38
319,5,139,76,1876,713,30,C,5,10,0.33
320,5,11,68,1841,642,27,PG,12,7,0.26
321,5,135,71,1822,685,39,PF,5,19,0.49
322,5,7,70,1816,638,23,PG,22,2,0.09
323,5,24,80,1804,640,21,PF,10,0,0
324,5,109,73,1775,541,33,PG,26,10,0.3
325,5,88,78,1753,672,27,SG,9,5,0.19
326,5,36,80,1737,681,29,PF,31,6,0.21
327,5,36,39,865,325,29,PF,27,6,0.21
328,5,36,41,872,356,29,PF,4,6,0.21
329,5,35,74,1671,582,33,PF,2,12,0.36
330,5,17,68,1613,610,32,SF,2,10,0.31
331,5,121,70,1610,627,27,SF,15,6,0.22
332,5,41,82,1610,563,21,SG,1,1,0.05
333,5,185,82,1606,564,27,SF,28,4,0.15
334,5,87,70,1601,624,23,PF,29,2,0.09
335,5,71,82,1593,634,27,C,8,6,0.22
336,5,51,70,1553,608,28,PF,21,5,0.18
337,5,189,71,1522,551,20,C,24,0,0
338,5,186,79,1509,541,23,PG,3,3,0.13
339,5,25,58,1487,562,31,SG,25,11,0.35
340,5,43,66,1486,516,24,C,6,4,0.17
341,5,193,66,1482,526,22,SG,28,1,0.05
342,5,113,55,1463,503,27,SG,19,5,0.19
343,5,178,78,1458,506,25,SG,7,5,0.2
344,5,82,69,1449,559,25,SF,30,3,0.12
345,5,45,72,1421,528,22,SF,10,1,0.05
346,5,182,62,1405,524,22,PG,17,1,0.05
347,5,187,69,1389,500,23,PG,4,2,0.09
348,5,97,54,1389,433,25,PG,9,4,0.16
349,5,170,77,1375,490,33,SF,13,9,0.27
350,5,14,76,1370,586,33,C,3,11,0.33
351,5,136,76,1369,492,27,PG,5,7,0.26
352,5,5,71,1367,530,26,C,11,5,0.19
353,5,158,82,1357,505,21,C,18,0,0
354,5,67,78,1356,490,24,SG,21,3,0.13
355,5,37,81,1356,522,25,SF,14,3,0.12
356,5,184,71,1355,536,22,PF,18,0,0
357,5,38,39,1353,450,29,C,22,6,0.21
358,5,33,62,1349,479,28,PF,20,7,0.25
359,5,84,79,1333,471,31,SG,9,5,0.16
360,5,39,64,1332,500,26,SF,29,6,0.23
361,5,116,63,1331,527,21,C,1,1,0.05
362,5,12,68,1323,498,23,SG,24,2,0.09
363,5,13,66,1322,484,32,PG,29,9,0.28
364,5,125,77,1313,476,27,C,4,7,0.26
365,5,171,82,1300,457,25,SG,5,1,0.04
366,5,110,74,1279,476,21,SF,30,0,0
367,5,114,55,1278,427,26,PF,7,5,0.19
368,5,160,69,860,331,33,PG,15,13,0.39
369,5,134,73,1107,387,29,SG,15,5,0.17
370,5,8,57,1145,388,28,C,15,6,0.21
371,5,89,65,562,214,37,C,15,15,0.41
372,5,86,82,787,297,26,PG,15,3,0.12
373,5,44,79,712,249,26,SF,15,1,0.04
374,5,164,63,334,142,28,C,15,5,0.18
375,5,46,20,80,34,25,PF,15,3,0.12
376,5,166,28,154,67,24,C,15,1,0.04
377,5,167,55,201,68,25,SF,15,3,0.12
378,5,34,41,162,57,26,SF,15,4,0.15
379,5,68,9,15,6,19,SF,15,0,0
380,5,27,3,11,4,24,PF,15,0,0
381,5,69,17,35,13,21,SG,15,1,0.05
382,5,165,24,56,19,24,PG,15,1,0.04
383,5,83,19,53,21,26,PF,15,2,0.08
384,5,192,8,16,5,21,SG,15,0,0
